room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay
Private room,CENTRE,LOWER MOUNT ROYAL,9,5,1,1,47,1
Private room,NORTHWEST,BOWNESS,1,,2,1,40,1
Private room,SOUTH,SOMERSET,2,,2,1,39,2
Private room,CENTRE,HILLHURST,41,5,2,1,40,1
Private room,NORTHWEST,VARSITY,15,5,2,1,32,1
Private room,NORTHWEST,CHARLESWOOD,5,5,2,1,25,1
Private room,CENTRE,BELTLINE,0,,2,1,60,
Private room,NORTH,COVENTRY HILLS,4,5,2,1,36,1
Private room,NORTHWEST,BOWNESS,46,4.5,2,1,44,1
Private room,CENTRE,TUXEDO PARK,0,,2,1,36,2
Private room,WEST,PATTERSON,0,,2,1,26,1
Private room,CENTRE,PARKDALE,25,5,2,1,36,5
Private room,SOUTH,SOUTHWOOD,1,,2,1,20,1
Private room,CENTRE,PARKDALE,48,4.5,2,1,55,1
Private room,NORTH,SANDSTONE VALLEY,2,,2,1,53,1
Private room,CENTRE,BELTLINE,30,5,2,1,53,1
Private room,WEST,WILDWOOD,0,,2,1,32,1
Private room,NORTHWEST,ROYAL OAK,15,4.5,2,1,53,1
Private room,WEST,SIGNAL HILL,0,,2,1,23,2
Private room,SOUTHEAST,RIVERBEND,2,,2,1,24,2
Private room,CENTRE,RAMSAY,35,4.5,4,1,43,1
Private room,WEST,SIGNAL HILL,0,,2,1,23,1
Private room,CENTRE,MISSION,32,5,1,1,33,2
Private room,NORTHEAST,PINERIDGE,8,5,2,1,26,1
Private room,NORTHWEST,VARSITY,1,,1,1,48,1
Private room,CENTRE,CRESCENT HEIGHTS,0,,1,1,28,1
Private room,CENTRE,BRIDGELAND/RIVERSIDE,69,5,2,1,40,1
Private room,CENTRE,SUNALTA,6,5,2,1,47,2
Private room,SOUTH,BRAESIDE,0,,1,1,18,
Private room,NORTH,THORNCLIFFE,3,5,1,1,20,1
Private room,CENTRE,RENFREW,39,5,2,1,40,1
Private room,CENTRE,CRESCENT HEIGHTS,44,4.5,2,1,36,1
Private room,CENTRE,BELTLINE,9,3,2,1,48,2
Private room,CENTRE,MISSION,15,5,2,1,52,1
Private room,NORTHEAST,MARLBOROUGH PARK,0,,2,1,24,1
Private room,SOUTH,CANYON MEADOWS,5,5,2,1,36,1
Private room,CENTRE,BANFF TRAIL,1,,6,1,96,2
Private room,CENTRE,PARKDALE,7,5,2,1,40,2
Private room,EAST,DOVER,12,5,2,1,32,1
Private room,CENTRE,WEST HILLHURST,0,,2,1,24,1
Private room,SOUTH,ACADIA,41,5,2,1,40,1
Private room,CENTRE,HIGHLAND PARK,0,,2,1,33,2
Private room,SOUTH,WALDEN,5,5,2,1,32,1
Private room,CENTRE,EAU CLAIRE,57,5,2,1,49,1
Private room,NORTHWEST,CHARLESWOOD,2,,1,1,18,1
Private room,CENTRE,SUNNYSIDE,0,,2,1,56,
Private room,CENTRE,TUXEDO PARK,0,,2,1,40,3
Private room,NORTH,EVANSTON,5,5,2,1,24,1
Private room,EAST,DOVER,27,5,2,1,32,1
Private room,NORTHWEST,ARBOUR LAKE,3,5,2,1,24,1
Private room,NORTHWEST,EDGEMONT,18,4.5,2,1,31,1
Private room,WEST,ROSSCARROCK,21,4.5,2,1,29,1
Private room,SOUTH,LAKE BONAVISTA,36,5,2,1,56,2
Private room,CENTRE,SHAGANAPPI,26,5,2,1,43,1
Private room,CENTRE,RICHMOND,2,,2,1,71,1
Private room,CENTRE,BELTLINE,10,4.5,2,1,52,1
Private room,SOUTH,ACADIA,0,,2,1,40,2
Private room,NORTHWEST,SCENIC ACRES,10,5,2,1,36,1
Private room,CENTRE,PARKDALE,16,4.5,1,1,24,3
Private room,CENTRE,INGLEWOOD,5,4.5,2,1,48,1
Private room,CENTRE,BELTLINE,1,,2,1,61,1
Private room,CENTRE,BANFF TRAIL,2,,2,1,57,1
Private room,EAST,PENBROOKE MEADOWS,1,,1,1,18,1
Private room,SOUTH,OAKRIDGE,29,4,3,1,35,1
Private room,NORTHEAST,MARLBOROUGH,35,5,2,1,31,1
Private room,EAST,FOREST LAWN,71,4.5,1,1,24,1
Private room,CENTRE,ELBOW PARK,15,4.5,3,1,50,3
Private room,EAST,PENBROOKE MEADOWS,74,4,2,1,20,1
Private room,CENTRE,INGLEWOOD,6,5,2,1,53,1
Private room,CENTRE,RENFREW,7,4.5,1,1,29,2
Private room,SOUTH,HAYSBORO,3,5,2,1,36,1
Private room,NORTHWEST,UNIVERSITY HEIGHTS,7,4.5,1,1,24,2
Private room,CENTRE,PARKDALE,15,5,2,1,39,2
Private room,CENTRE,SUNNYSIDE,66,5,2,1,44,1
Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,2,,2,1,32,1
Private room,CENTRE,RAMSAY,15,5,2,1,53,1
Private room,CENTRE,DOWNTOWN COMMERCIAL CORE,11,4.5,2,1,32,1
Private room,CENTRE,HILLHURST,13,5,1,1,40,1
Private room,CENTRE,BANKVIEW,20,5,2,1,35,1
Private room,SOUTH,CANYON MEADOWS,2,,4,1,40,1
Private room,CENTRE,BRIDGELAND/RIVERSIDE,1,,1,1,39,
Private room,CENTRE,HILLHURST,25,5,2,1,55,1
Private room,NORTHEAST,SKYVIEW RANCH,1,,2,1,40,1
Private room,CENTRE,TUXEDO PARK,5,4.5,3,1,48,1
Private room,EAST,FOREST LAWN,0,,2,1,71,1
Private room,NORTH,COVENTRY HILLS,0,,2,1,28,1
Private room,EAST,FOREST LAWN,0,,2,1,71,1
Private room,EAST,DOVER,0,,2,1,56,1
Private room,EAST,FOREST LAWN,0,,2,1,71,1
Private room,EAST,FOREST LAWN,0,,2,1,71,1
Private room,CENTRE,MISSION,0,,2,1,60,1
Private room,CENTRE,BELTLINE,0,,2,1,29,3
Private room,CENTRE,MISSION,0,,2,1,99,1
Private room,NORTHEAST,SKYVIEW RANCH,0,,2,1,53,1
Private room,NORTHEAST,FALCONRIDGE,0,,1,1,24,3
Private room,EAST,FOREST LAWN,0,,2,1,71,1
Private room,EAST,ERIN WOODS,4,5,2,1,32,1
Private room,NORTHEAST,REDSTONE,0,,2,1,32,1
Private room,NORTHEAST,SKYVIEW RANCH,0,,2,1,53,1
Private room,NORTHEAST,FALCONRIDGE,30,5,4,1,44,1
Private room,CENTRE,BELTLINE,0,,2,1,60,1
Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,2,,2,1,50,2
Private room,CENTRE,TUXEDO PARK,1,,2,1,31,1
Private room,CENTRE,RAMSAY,0,,1,1,56,1
Private room,CENTRE,CLIFF BUNGALOW,5,3.5,4,1,48,2
Private room,CENTRE,INGLEWOOD,1,,2,1,80,1
Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,1,,4,1,72,1
Private room,NORTHEAST,MAYLAND HEIGHTS,5,4.5,2,1,50,2
Private room,NORTH,HUNTINGTON HILLS,1,,2,1,40,1
Private room,NORTH,COVENTRY HILLS,0,,5,1,10,1
Private room,NORTHEAST,RUNDLE,0,,3,1,47,1
Private room,CENTRE,BELTLINE,2,,4,1,36,1
Private room,CENTRE,CLIFF BUNGALOW,5,5,2,1,72,2
Private room,CENTRE,RAMSAY,1,,1,1,28,7
Private room,CENTRE,BELTLINE,11,5,2,1,64,1
Private room,CENTRE,RAMSAY,3,4.5,2,1,44,2
Private room,EAST,FOREST LAWN,0,,2,1,103,1
Private room,CENTRE,RAMSAY,1,,2,1,108,1
Private room,NORTHEAST,SADDLE RIDGE,0,,4,1,48,1
Private room,CENTRE,BELTLINE,0,,2,1,119,2
Private room,CENTRE,RENFREW,1,,2,1,20,1
Private room,CENTRE,ERLTON,0,,2,1,71,1
Private room,WEST,COACH HILL,8,5,2,1,44,1
Private room,NORTHEAST,RUNDLE,9,4,2,1,19,3
Private room,NORTH,THORNCLIFFE,3,4.5,1,1,35,1
Private room,CENTRE,CRESCENT HEIGHTS,30,5,2,1,53,2
Private room,CENTRE,SUNALTA,2,,2,1,55,2
Private room,CENTRE,BRIDGELAND/RIVERSIDE,8,5,2,1,44,2
Private room,SOUTH,SOUTHWOOD,0,,1,1,24,1
Private room,CENTRE,TUXEDO PARK,49,4.5,2,1,28,1
Private room,NORTHWEST,ARBOUR LAKE,1,,4,1,56,2
Private room,WEST,SIGNAL HILL,14,4.5,2,1,39,1
Private room,CENTRE,WEST HILLHURST,32,5,2,1,29,2
Private room,EAST,PENBROOKE MEADOWS,36,4.5,1,1,16,1
Private room,CENTRE,BELTLINE,26,5,1,1,36,1
Private room,CENTRE,BANFF TRAIL,7,5,2,1,36,2
Private room,CENTRE,CRESCENT HEIGHTS,51,5,2,1,33,1
